domain_name,unified_sentiment,Sentences_clean,Aspects_clean,Aspects_sentiments_list,Aspects_list
Restaurants,1.0,بالنسبة للأسعار فهي مقبولة إلى حد ما بالإضافة إلى ذلك، نظافة المطعم ممتازة جداً، كما أن الخدمة ممتازة واهتمام كبير بالزبائن,الأسعار، النظافة، الخدمة,"[0, 1, 1]","['الأسعار', 'النظافة', 'الخدمة']"
Restaurants,0.0,قرأت تقييمات كثيرة وقررت التجربة، الخدمة في المطعم كانت روتينية. والأسعار مبالغ فيها وغالية جداً. ونظافة المكان بشكل عام كانت مقبولة. طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة,الخدمة، الأسعار، النظافة، الأكل,"[0, -1, 0, 0]","['الخدمة', 'الأسعار', 'النظافة', 'الأكل']"
Restaurants,1.0,في زيارتي الأخيرة، قيمة رائعة مقابل المال والأسعار جداً معقولة بالإضافة إلى ذلك، سرعة الخدمة كانت في المعدل الطبيعي والمقبول، كما أن الطاولات كانت نظيفة بشكل معتاد,الأسعار، الخدمة، النظافة,"[1, 0, 0]","['الأسعار', 'الخدمة', 'النظافة']"
Hotels,1.0,الغرفة واسعة ومريحة بشكل استثنائي. والإفطار كان مقبولاً لكنه يفتقر للتنوع,الغرفة، الإفطار,"[1, 0]","['الغرفة', 'الإفطار']"
Attractions,0.0,التذاكر ليست رخيصة ولا غالية بل في المعقول أما الفعاليات فـ كانت تقليدية ومكررة وبالنسبة للتنظيم فـ ترتيب الدخول كان يسير بشكل طبيعي وبالنسبة للمكان فـ يعتبر جيد لقضاء بعض الوقت,التذاكر، الفعاليات، التنظيم، المكان,"[0, 0, 0, 0]","['التذاكر', 'الفعاليات', 'التنظيم', 'المكان']"
Attractions,0.0,بصراحة، المكان كئيب وممل جداً في حين أن الفعاليات كانت تقليدية ومكررة. وأسعار التذاكر غالية جداً ومبالغ فيها بالإضافة إلى ذلك، التنظيم رائع جداً وسلس للغاية,المكان، الفعاليات، التذاكر، التنظيم,"[-1, 0, -1, 1]","['المكان', 'الفعاليات', 'التذاكر', 'التنظيم']"
Attractions,0.0,العروض المقدمة كانت في المستوى الطبيعي. وأسعار التذاكر غالية جداً ومبالغ فيها وبالنسبة للمكان فـ يعتبر جيد لقضاء بعض الوقت بالإضافة إلى ذلك، مرتبين جداً والتنظيم احترافي,الفعاليات، التذاكر، المكان، التنظيم,"[0, -1, 0, 1]","['الفعاليات', 'التذاكر', 'المكان', 'التنظيم']"
Hotels,0.0,في زيارتي الأخيرة، إجراءات الدخول في الاستقبال كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا أما الموقع فـ موقع المكان عادي ويمكن الوصول إليه بسهولة في حين أن بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها. وبالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر,الاستقبال، الموقع، الغرفة، الإفطار,"[0, 0, 0, 0]","['الاستقبال', 'الموقع', 'الغرفة', 'الإفطار']"
Restaurants,0.0,في زيارتي الأخيرة، الطلبات كانت متوسطة المستوى ولا بأس بها، كما أن مستوى الخدمة لا بأس به وبالنسبة للنظافة فـ نظافة المكان بشكل عام كانت مقبولة، كما أن أسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى,الأكل، الخدمة، النظافة، الأسعار,"[0, 0, 0, 0]","['الأكل', 'الخدمة', 'النظافة', 'الأسعار']"
Hotels,0.0,الغرفة ضيقة جداً ومكتومة. بوفيه الإفطار كان تقليدياً ويقدم أصنافاً معتادة، كما أن الموقع استراتيجي وقريب من كل الفعاليات وبالنسبة للاستقبال فـ طاقم كان عادياً في التعامل,الغرفة، الإفطار، الموقع، الاستقبال,"[-1, 0, 1, 0]","['الغرفة', 'الإفطار', 'الموقع', 'الاستقبال']"
Attractions,-1.0,بصراحة، أسعار التذاكر غالية جداً ومبالغ فيها بالإضافة إلى ذلك، الفعاليات كانت تقليدية ومكررة,التذاكر، الفعاليات,"[-1, 0]","['التذاكر', 'الفعاليات']"
Restaurants,-1.0,في زيارتي الأخيرة، الأسعار مبالغ فيها وغالية جداً. وطعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة أما النظافة فالمطعم نظيف لحد معقول,الأسعار، الأكل، النظافة,"[-1, 0, 0]","['الأسعار', 'الأكل', 'النظافة']"
Hotels,-1.0,في زيارتي الأخيرة، الموقع بعيد جداً ومقطوع عن الخدمات في حين أن بوفيه الإفطار كان تقليدياً ويقدم أصنافاً معتادة بالإضافة إلى ذلك، للأسف الغرفة كانت سيئة وغير نظيفة على الإطلاق. إجراءات الدخول في الاستقبال كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا,الموقع، الإفطار، الغرفة، الاستقبال,"[-1, 0, -1, 0]","['الموقع', 'الإفطار', 'الغرفة', 'الاستقبال']"
Hotels,0.0,أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً. والموقع لا يتميز بشيء خاص ولكنه مناسب. طاقم الاستقبال كان عادياً في التعامل أما الإفطار فـ وجبة كانت عادية ولم تكن مميزة,الغرفة، الموقع، الاستقبال، الإفطار,"[0, 0, 0, 0]","['الغرفة', 'الموقع', 'الاستقبال', 'الإفطار']"
Attractions,-1.0,قرأت تقييمات كثيرة وقررت التجربة، التذكرة لا تستحق هذا السعر المرتفع إطلاقاً. والتنظيم سيء جداً وهناك عشوائية في المكان. والوجهة كانت عادية ولم تبهرني كثيراً في حين أن الفعاليات مقبولة وتمضية وقت ليس إلا,التذاكر، التنظيم، المكان، الفعاليات,"[-1, -1, 0, 0]","['التذاكر', 'التنظيم', 'المكان', 'الفعاليات']"
Hotels,-1.0,التجربة بشكل عام كانت متفاوتة، الإفطار كان مقبولاً لكنه يفتقر للتنوع، كما أن الموقع مقبول ولا بأس به مقارنة بالسعر. والغرفة ضيقة جداً ومكتومة,الإفطار، الموقع، الغرفة,"[0, 0, -1]","['الإفطار', 'الموقع', 'الغرفة']"
Hotels,0.0,التجربة بشكل عام كانت متفاوتة، موظفو الاستقبال في قمة الرقي والتعاون. وأثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً أما الموقع فـ لا يتميز بشيء خاص ولكنه مناسب أما الإفطار فـ بالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر,الاستقبال، الغرفة، الموقع، الإفطار,"[1, 0, 0, 0]","['الاستقبال', 'الغرفة', 'الموقع', 'الإفطار']"
Restaurants,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، مستوى النظافة عادي ولا بأس به في حين أن سرعة الخدمة كانت في المعدل الطبيعي والمقبول بالإضافة إلى ذلك، السعر كان عاديا وليس مبالغا فيه,النظافة، الخدمة، الأسعار,"[0, 0, 0]","['النظافة', 'الخدمة', 'الأسعار']"
Restaurants,0.0,تعامل الويترز كان عادياً في حين أن طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة أما الأسعار فـ بالنسبة للأسعار فهي مقبولة إلى حد ما,الخدمة، الأكل، الأسعار,"[0, 0, 0]","['الخدمة', 'الأكل', 'الأسعار']"
Hotels,1.0,في زيارتي الأخيرة، موقع الفندق ممتاز جداً وإطلالته خرافية. الاستقبال كان مقبولا بشكل عام بالإضافة إلى ذلك، أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً,الموقع، الاستقبال، الغرفة,"[1, 0, 0]","['الموقع', 'الاستقبال', 'الغرفة']"
Hotels,1.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، موقع المكان عادي ويمكن الوصول إليه بسهولة وبالنسبة للغرفة فـ واسعة ومريحة بشكل استثنائي,الموقع، الغرفة,"[0, 1]","['الموقع', 'الغرفة']"
Hotels,0.0,في زيارتي الأخيرة، موقع المكان عادي ويمكن الوصول إليه بسهولة وبالنسبة للغرفة فـ أثاث يبدو عادياً ليس حديثاً ولا قديماً جداً,الموقع، الغرفة,"[0, 0]","['الموقع', 'الغرفة']"
Attractions,1.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، التنظيم رائع جداً وسلس للغاية بالإضافة إلى ذلك، التذاكر ليست رخيصة ولا غالية بل في المعقول,التنظيم، التذاكر,"[1, 0]","['التنظيم', 'التذاكر']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، تعامل الويترز كان عادياً بالإضافة إلى ذلك، المطعم نظيف لحد معقول,الخدمة، النظافة,"[0, 0]","['الخدمة', 'النظافة']"
Hotels,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، إجراءات الدخول في الاستقبال كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا أما الموقع فـ بعيد جداً ومقطوع عن الخدمات. والإفطار كان مقبولاً لكنه يفتقر للتنوع بالإضافة إلى ذلك، مساحة الغرفة كانت متوسطة كما توقعنا,الاستقبال، الموقع، الإفطار، الغرفة,"[0, -1, 0, 0]","['الاستقبال', 'الموقع', 'الإفطار', 'الغرفة']"
Hotels,0.0,بصراحة، موقع الفندق ممتاز جداً وإطلالته خرافية. الغرفة ضيقة جداً ومكتومة,الموقع، الغرفة,"[1, -1]","['الموقع', 'الغرفة']"
Hotels,0.0,في زيارتي الأخيرة، الإفطار كان مقبولاً لكنه يفتقر للتنوع أما الغرفة فـ مساحة كانت متوسطة كما توقعنا أما الموقع فـ لا يتميز بشيء خاص ولكنه مناسب,الإفطار، الغرفة، الموقع,"[0, 0, 0]","['الإفطار', 'الغرفة', 'الموقع']"
Attractions,0.0,في زيارتي الأخيرة، الوجهة كانت عادية ولم تبهرني كثيراً بالإضافة إلى ذلك، ترتيب الدخول كان يسير بشكل طبيعي. التذاكر ليست رخيصة ولا غالية بل في المعقول,المكان، التنظيم، التذاكر,"[0, 0, 0]","['المكان', 'التنظيم', 'التذاكر']"
Attractions,0.0,قرأت تقييمات كثيرة وقررت التجربة، أسعار التذاكر غالية جداً ومبالغ فيها وبالنسبة للفعاليات فـ كانت تقليدية ومكررة في حين أن المكان يعتبر جيد لقضاء بعض الوقت، كما أن لا بأس بالتنظيم بشكل عام,التذاكر، الفعاليات، المكان، التنظيم,"[-1, 0, 0, 0]","['التذاكر', 'الفعاليات', 'المكان', 'التنظيم']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، بالنسبة للأكل فهو بمستوى طبيعي في حين أن مستوى النظافة عادي ولا بأس به,الأكل، النظافة,"[0, 0]","['الأكل', 'النظافة']"
Hotels,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الموقع لا يتميز بشيء خاص ولكنه مناسب. طاقم الاستقبال كان عادياً في التعامل. والإفطار كان لذيذاً ومتنوعاً جداً. وبالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها,الموقع، الاستقبال، الإفطار، الغرفة,"[0, 0, 1, 0]","['الموقع', 'الاستقبال', 'الإفطار', 'الغرفة']"
Hotels,0.0,بصراحة، الموقع مقبول ولا بأس به مقارنة بالسعر، كما أن بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها وبالنسبة للاستقبال فـ إجراءات الدخول في كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا,الموقع، الغرفة، الاستقبال,"[0, 0, 0]","['الموقع', 'الغرفة', 'الاستقبال']"
Restaurants,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: الأسعار ممتازة ورخيصة مقارنة بالكمية أما النظافة فـ مستوى عادي ولا بأس به. وبالنسبة للأكل فهو بمستوى طبيعي أما الخدمة فـ سرعة كانت في المعدل الطبيعي والمقبول,الأسعار، النظافة، الأكل، الخدمة,"[1, 0, 0, 0]","['الأسعار', 'النظافة', 'الأكل', 'الخدمة']"
Attractions,0.0,في زيارتي الأخيرة، سعر التذاكر كان متوسطا ومقبولا. والفعاليات كانت تقليدية ومكررة بالإضافة إلى ذلك، الإدارة والتنظيم بمستوى مقبول في حين أن المكان ساحر وجميل جداً للتصوير,التذاكر، الفعاليات، التنظيم، المكان,"[0, 0, 0, 1]","['التذاكر', 'الفعاليات', 'التنظيم', 'المكان']"
Restaurants,1.0,التجربة بشكل عام كانت متفاوتة، المكان يلمع من النظافة والاهتمام بالتفاصيل وبالنسبة للأسعار فـ قيمة رائعة مقابل المال و جداً معقولة، كما أن الأكل كان لذيذاً جداً وأنصح به بشدة. والخدمة في المطعم كانت روتينية,النظافة، الأسعار، الأكل، الخدمة,"[1, 1, 1, 0]","['النظافة', 'الأسعار', 'الأكل', 'الخدمة']"
Attractions,0.0,مساحة المكان وتصميمه مقبول ولا بأس به. الأنشطة الموجودة لا بأس بها للأطفال,المكان، الفعاليات,"[0, 0]","['المكان', 'الفعاليات']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الأنشطة الموجودة لا بأس بها للأطفال. سعر التذاكر كان متوسطا ومقبولا,الفعاليات، التذاكر,"[0, 0]","['الفعاليات', 'التذاكر']"
Restaurants,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، تعامل الويترز كان عادياً وبالنسبة للنظافة فالمطعم نظيف لحد معقول أما الأكل فـ طعم كان عادياً ولا يوجد فيه نكهة مميزة,الخدمة، النظافة، الأكل,"[0, 0, 0]","['الخدمة', 'النظافة', 'الأكل']"
Attractions,0.0,العروض المقدمة كانت في المستوى الطبيعي أما التنظيم فـ ترتيب الدخول كان يسير بشكل طبيعي، كما أن مساحة المكان وتصميمه مقبول ولا بأس به,الفعاليات، التنظيم، المكان,"[0, 0, 0]","['الفعاليات', 'التنظيم', 'المكان']"
Attractions,1.0,قمت بتجربة هذا المكان وملاحظاتي هي: ترتيب الدخول كان يسير بشكل طبيعي أما التذاكر فـ قيمة التذكرة عادية. وجهة سياحية رائعة وتستحق الزيارة تكراراً,التنظيم، التذاكر، المكان,"[0, 0, 1]","['التنظيم', 'التذاكر', 'المكان']"
Restaurants,0.0,بصراحة، الطلبات كانت متوسطة المستوى ولا بأس بها، كما أن الأسعار كانت متوسطة ومناسبة لجودة المكان. ومستوى الخدمة لا بأس به. ونظافة المكان بشكل عام كانت مقبولة,الأكل، الأسعار، الخدمة، النظافة,"[0, 0, 0, 0]","['الأكل', 'الأسعار', 'الخدمة', 'النظافة']"
Attractions,0.0,التجربة بشكل عام كانت متفاوتة، بشكل عام المكان طبيعي كأي حديقة أخرى. والتذاكر قيمتها ممتازة وتشمل خيارات كثيرة. الفعاليات مملة جداً ولا يوجد تجديد,المكان، التذاكر، الفعاليات,"[0, 1, -1]","['المكان', 'التذاكر', 'الفعاليات']"
Hotels,0.0,التجربة بشكل عام كانت متفاوتة، أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً، كما أن الموقع لا يتميز بشيء خاص ولكنه مناسب,الغرفة، الموقع,"[0, 0]","['الغرفة', 'الموقع']"
Restaurants,0.0,قرأت تقييمات كثيرة وقررت التجربة، الأكل مقبول لكنني تذوقت أفضل منه. وتعامل الويترز كان عادياً,الأكل، الخدمة,"[0, 0]","['الأكل', 'الخدمة']"
Attractions,1.0,مرتبين جداً والتنظيم احترافي في حين أن مساحة المكان وتصميمه مقبول ولا بأس به,التنظيم، المكان,"[1, 0]","['التنظيم', 'المكان']"
Restaurants,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: أسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى في حين أن مستوى النظافة عادي ولا بأس به. والأكل مقبول لكنني تذوقت أفضل منه بالإضافة إلى ذلك، تعامل الويترز كان عادياً,الأسعار، النظافة، الأكل، الخدمة,"[0, 0, 0, 0]","['الأسعار', 'النظافة', 'الأكل', 'الخدمة']"
Restaurants,1.0,في زيارتي الأخيرة، الأكل مقبول لكنني تذوقت أفضل منه وبالنسبة للأسعار فالسعر كان عاديا وليس مبالغا فيه أما النظافة فـ نظافة المطعم ممتازة جداً,الأكل، الأسعار، النظافة,"[0, 0, 1]","['الأكل', 'الأسعار', 'النظافة']"
Restaurants,-1.0,قمت بتجربة هذا المكان وملاحظاتي هي: الطلبات كانت متوسطة المستوى ولا بأس بها. الأسعار مبالغ فيها وغالية جداً أما الخدمة فـ مستوى لا بأس به,الأكل، الأسعار، الخدمة,"[0, -1, 0]","['الأكل', 'الأسعار', 'الخدمة']"
Attractions,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: الأنشطة الموجودة لا بأس بها للأطفال أما التنظيم فـ مرتبين جداً و احترافي، كما أن الوجهة كانت عادية ولم تبهرني كثيراً وبالنسبة للتذاكر فـ قيمة التذكرة عادية,الفعاليات، التنظيم، المكان، التذاكر,"[0, 1, 0, 0]","['الفعاليات', 'التنظيم', 'المكان', 'التذاكر']"
Attractions,0.0,قرأت تقييمات كثيرة وقررت التجربة، فوضى عارمة وسوء تنظيم واضح. العروض المقدمة كانت في المستوى الطبيعي. أسعار التذاكر رخيصة جداً ومناسبة للجميع,التنظيم، الفعاليات، التذاكر,"[-1, 0, 1]","['التنظيم', 'الفعاليات', 'التذاكر']"
Hotels,0.0,في زيارتي الأخيرة، واجهنا بطء شديد ومماطلة من موظفي الاستقبال بالإضافة إلى ذلك، الإفطار كان مقبولاً لكنه يفتقر للتنوع في حين أن أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً أما الموقع فـ موقع المكان عادي ويمكن الوصول إليه بسهولة,الاستقبال، الإفطار، الغرفة، الموقع,"[-1, 0, 0, 0]","['الاستقبال', 'الإفطار', 'الغرفة', 'الموقع']"
Restaurants,0.0,السعر كان عاديا وليس مبالغا فيه أما الأكل فـ بالنسبة للأكل فهو بمستوى طبيعي,الأسعار، الأكل,"[0, 0]","['الأسعار', 'الأكل']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، الأسعار كانت متوسطة ومناسبة لجودة المكان، كما أن الأكل كان لذيذاً جداً وأنصح به بشدة، كما أن الخدمة بطيئة للغاية والعمال غير مهتمين أما النظافة فالطاولات كانت نظيفة بشكل معتاد,الأسعار، الأكل، الخدمة، النظافة,"[0, 1, -1, 0]","['الأسعار', 'الأكل', 'الخدمة', 'النظافة']"
Attractions,-1.0,التجربة بشكل عام كانت متفاوتة، الفعاليات مملة جداً ولا يوجد تجديد. وسعر التذاكر كان متوسطا ومقبولا. المكان كئيب وممل جداً,الفعاليات، التذاكر، المكان,"[-1, 0, -1]","['الفعاليات', 'التذاكر', 'المكان']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، المطعم نظيف لحد معقول. والأسعار كانت متوسطة ومناسبة لجودة المكان. سرعة الخدمة كانت في المعدل الطبيعي والمقبول. طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة,النظافة، الأسعار، الخدمة، الأكل,"[0, 0, 0, 0]","['النظافة', 'الأسعار', 'الخدمة', 'الأكل']"
Restaurants,1.0,قمت بتجربة هذا المكان وملاحظاتي هي: مستوى الخدمة لا بأس به بالإضافة إلى ذلك، المكان يلمع من النظافة والاهتمام بالتفاصيل. أسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى,الخدمة، النظافة، الأسعار,"[0, 1, 0]","['الخدمة', 'النظافة', 'الأسعار']"
Restaurants,1.0,الأكل كان لذيذاً جداً وأنصح به بشدة وبالنسبة للنظافة فالمكان يلمع من والاهتمام بالتفاصيل في حين أن الخدمة سريعة جداً وطاقم العمل ودود وبالنسبة للأسعار فـ بالنسبة للأسعار فهي مقبولة إلى حد ما,الأكل، النظافة، الخدمة، الأسعار,"[1, 1, 1, 0]","['الأكل', 'النظافة', 'الخدمة', 'الأسعار']"
Hotels,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: وجبة الإفطار كانت عادية ولم تكن مميزة في حين أن مساحة الغرفة كانت متوسطة كما توقعنا,الإفطار، الغرفة,"[0, 0]","['الإفطار', 'الغرفة']"
Attractions,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: بشكل عام المكان طبيعي كأي حديقة أخرى بالإضافة إلى ذلك، التنظيم داخل المرفق كان عاديا وبالنسبة للفعاليات فالعروض المقدمة كانت في المستوى الطبيعي وبالنسبة للتذاكر فـ ليست رخيصة ولا غالية بل في المعقول,المكان، التنظيم، الفعاليات، التذاكر,"[0, 0, 0, 0]","['المكان', 'التنظيم', 'الفعاليات', 'التذاكر']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، لا بأس بالتنظيم بشكل عام أما المكان فـ يعتبر جيد لقضاء بعض الوقت في حين أن أسعار الدخول طبيعية مقارنة بالفعاليات,التنظيم، المكان، التذاكر,"[0, 0, 0]","['التنظيم', 'المكان', 'التذاكر']"
Attractions,0.0,قرأت تقييمات كثيرة وقررت التجربة، الأنشطة الموجودة لا بأس بها للأطفال. التنظيم داخل المرفق كان عاديا وبالنسبة للمكان فـ يعتبر جيد لقضاء بعض الوقت,الفعاليات، التنظيم، المكان,"[0, 0, 0]","['الفعاليات', 'التنظيم', 'المكان']"
Restaurants,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: تعامل الويترز كان عادياً. المطعم نظيف لحد معقول,الخدمة، النظافة,"[0, 0]","['الخدمة', 'النظافة']"
Hotels,0.0,بصراحة، بالنسبة للإفطار فهو جيد نسبيا كأي فندق آخر. والموقع استراتيجي وقريب من كل الفعاليات. وأثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً. وإجراءات الدخول في الاستقبال كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا,الإفطار، الموقع، الغرفة، الاستقبال,"[0, 1, 0, 0]","['الإفطار', 'الموقع', 'الغرفة', 'الاستقبال']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، الخدمة في المطعم كانت روتينية وبالنسبة للنظافة فـ مستوى عادي ولا بأس به أما الأكل فـ مقبول لكنني تذوقت أفضل منه,الخدمة، النظافة، الأكل,"[0, 0, 0]","['الخدمة', 'النظافة', 'الأكل']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، العروض المقدمة كانت في المستوى الطبيعي وبالنسبة للتنظيم فالإدارة و بمستوى مقبول,الفعاليات، التنظيم,"[0, 0]","['الفعاليات', 'التنظيم']"
Restaurants,0.0,بصراحة، الطلبات كانت متوسطة المستوى ولا بأس بها أما الخدمة فـ مستوى لا بأس به,الأكل، الخدمة,"[0, 0]","['الأكل', 'الخدمة']"
Attractions,0.0,قرأت تقييمات كثيرة وقررت التجربة، المكان يعتبر جيد لقضاء بعض الوقت أما التذاكر فـ ليست رخيصة ولا غالية بل في المعقول وبالنسبة للتنظيم فـ لا بأس ب بشكل عام,المكان، التذاكر، التنظيم,"[0, 0, 0]","['المكان', 'التذاكر', 'التنظيم']"
Restaurants,1.0,بصراحة، كل الأطباق كانت مطبوخة باحترافية وطعمها خيال. وأسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى، كما أن سرعة الخدمة كانت في المعدل الطبيعي والمقبول,الأكل، الأسعار، الخدمة,"[1, 0, 0]","['الأكل', 'الأسعار', 'الخدمة']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الفعاليات كانت تقليدية ومكررة. مساحة المكان وتصميمه مقبول ولا بأس به,الفعاليات، المكان,"[0, 0]","['الفعاليات', 'المكان']"
Hotels,0.0,التجربة بشكل عام كانت متفاوتة، وجبة الإفطار كانت عادية ولم تكن مميزة أما الغرفة فـ كانت عادية وتفي بالغرض. موقع المكان عادي ويمكن الوصول إليه بسهولة، كما أن موظفو الاستقبال قاموا بعملهم بشكل روتيني,الإفطار، الغرفة، الموقع، الاستقبال,"[0, 0, 0, 0]","['الإفطار', 'الغرفة', 'الموقع', 'الاستقبال']"
Hotels,0.0,قرأت تقييمات كثيرة وقررت التجربة، الغرفة واسعة ومريحة بشكل استثنائي وبالنسبة للموقع فـ موقع الفندق يعتبر متوسطا من حيث القرب للخدمات أما الاستقبال فـ إجراءات الدخول في كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا أما الإفطار فـ جودة الطعام في كانت ضعيفة جداً,الغرفة، الموقع، الاستقبال، الإفطار,"[1, 0, 0, -1]","['الغرفة', 'الموقع', 'الاستقبال', 'الإفطار']"
Attractions,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: الإدارة والتنظيم بمستوى مقبول. والعروض المقدمة كانت في المستوى الطبيعي,التنظيم، الفعاليات,"[0, 0]","['التنظيم', 'الفعاليات']"
Attractions,0.0,بصراحة، الأنشطة والفعاليات ممتعة جداً ومليئة بالحماس بالإضافة إلى ذلك، المكان يعتبر جيد لقضاء بعض الوقت أما التذاكر فـ أسعار غالية جداً ومبالغ فيها,الفعاليات، المكان، التذاكر,"[1, 0, -1]","['الفعاليات', 'المكان', 'التذاكر']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، التذاكر ليست رخيصة ولا غالية بل في المعقول وبالنسبة للفعاليات فـ كانت تقليدية ومكررة,التذاكر، الفعاليات,"[0, 0]","['التذاكر', 'الفعاليات']"
Hotels,0.0,بصراحة، طاقم الاستقبال كان عادياً في التعامل. والموقع لا يتميز بشيء خاص ولكنه مناسب,الاستقبال، الموقع,"[0, 0]","['الاستقبال', 'الموقع']"
Restaurants,-1.0,بصراحة، طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة، كما أن المكان متسخ والطاولات غير نظيفة أما الخدمة فـ سرعة كانت في المعدل الطبيعي والمقبول,الأكل، النظافة، الخدمة,"[0, -1, 0]","['الأكل', 'النظافة', 'الخدمة']"
Hotels,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الغرفة كانت عادية وتفي بالغرض أما الإفطار فـ بوفيه كان تقليدياً ويقدم أصنافاً معتادة. موقع الفندق ممتاز جداً وإطلالته خرافية في حين أن إجراءات الدخول في الاستقبال كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا,الغرفة، الإفطار، الموقع، الاستقبال,"[0, 0, 1, 0]","['الغرفة', 'الإفطار', 'الموقع', 'الاستقبال']"
Hotels,1.0,قمت بتجربة هذا المكان وملاحظاتي هي: موقع المكان عادي ويمكن الوصول إليه بسهولة. وبوفيه الإفطار مذهل ويحتوي على خيارات رائعة,الموقع، الإفطار,"[0, 1]","['الموقع', 'الإفطار']"
Attractions,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: ترتيب الدخول كان يسير بشكل طبيعي وبالنسبة للفعاليات فـ كانت تقليدية ومكررة,التنظيم، الفعاليات,"[0, 0]","['التنظيم', 'الفعاليات']"
Restaurants,0.0,في زيارتي الأخيرة، مستوى النظافة عادي ولا بأس به، كما أن بالنسبة للأكل فهو بمستوى طبيعي,النظافة، الأكل,"[0, 0]","['النظافة', 'الأكل']"
Restaurants,0.0,في زيارتي الأخيرة، الطاولات كانت نظيفة بشكل معتاد أما الخدمة فـ مستوى لا بأس به,النظافة، الخدمة,"[0, 0]","['النظافة', 'الخدمة']"
Hotels,-1.0,بصراحة، بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها وبالنسبة للإفطار فـ بوفيه كان تقليدياً ويقدم أصنافاً معتادة أما الموقع فـ موقع الفندق سيء ويصعب الوصول إليه,الغرفة، الإفطار، الموقع,"[0, 0, -1]","['الغرفة', 'الإفطار', 'الموقع']"
Hotels,0.0,بصراحة، موقع الفندق سيء ويصعب الوصول إليه بالإضافة إلى ذلك، موظفو الاستقبال قاموا بعملهم بشكل روتيني بالإضافة إلى ذلك، بوفيه الإفطار كان تقليدياً ويقدم أصنافاً معتادة، كما أن الغرفة كانت عادية وتفي بالغرض,الموقع، الاستقبال، الإفطار، الغرفة,"[-1, 0, 0, 0]","['الموقع', 'الاستقبال', 'الإفطار', 'الغرفة']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، بالنسبة للأكل فهو بمستوى طبيعي بالإضافة إلى ذلك، بالنسبة للأسعار فهي مقبولة إلى حد ما,الأكل، الأسعار,"[0, 0]","['الأكل', 'الأسعار']"
